id,name,type,center,title,specializationTags,source,location
expert_270,蒋小梅,机构特教,佛山阳禾教育咨询有限公司,佛山阳禾康复中心资深教师 | 孤独症儿童康复教育上岗证 | 小学教师资格证,"[""多元化集体教学"", ""ABA基础实践教学""]",自闭症家园网,广东佛山市
expert_271,杜赞辉,机构特教,佛山阳禾教育咨询有限公司,佛山阳禾康复中心综合主管 | 孤独症儿童康复教育上岗证 | 香港协康会证书 | 佛山市孤独症上岗证 | IDEA特教P级,"[""专业音体适能康复教育"", ""音乐治疗"", ""体育康复教育"", ""游戏疗法"", ""文化介入教学"", ""PEP3评估与教学"", ""IDEA体系教学""]",自闭症家园网,广东佛山市
expert_272,王宁,机构特教,北京市昌平区昌雨春童康复中心,北京昌雨春童康复中心感觉统合中级教师,"[""儿童感觉训练"", ""感觉统合""]",自闭症家园网,昌平区
expert_273,余腾洪,机构特教,佛山阳禾教育咨询有限公司,佛山阳禾康复中心教学主管 | 孤独症儿童康复教育上岗证 | 广东省孤独症资格证上岗证 | 言语治疗康复岗位专业技能资格证,"[""言语治疗教学"", ""社交游戏技巧互动教学"", ""PEP3评估与教学实践"", ""PCI游戏与文化介入教学""]",自闭症家园网,广东佛山市
expert_274,陈岁月,机构特教,佛山阳禾教育咨询有限公司,佛山阳禾康复中心教务主管 | 孤独症儿童康复教育上岗证 | 广东省孤独症资格上岗证 | 言语治疗康复岗位专业技能资格证 | 2017年佛山市顺德区融合教育研修班结业,"[""言语治疗"", ""音乐疗法"", ""特殊儿童评估"", ""音乐治疗教育""]",自闭症家园网,广东佛山市
expert_275,李倩倩,机构督导,天津市武清区七色光自闭症儿童康复中心,个训课老师 | 自闭症上岗证 | 国际行为分析师督导 | ABA孤独症康复专业技能培训证书,"[""自闭症康复"", ""康复训练"", ""视听动教学法""]",自闭症家园网,武清区
expert_276,温志华,机构特教,佛山阳禾教育咨询有限公司,佛山阳禾康复中心中心主任 | 孤独症儿童康复教育上岗证 | 广东省孤独症资格证上岗证 | 言语治疗康复岗位专业技能资格证 | 智障儿童康复教育岗前专业技能资格证,"[""言语治疗教学"", ""社交游戏互动教学"", ""融合教育指导"", ""PEP3评估""]",自闭症家园网,广东佛山市
expert_277,王道伟,机构督导,重庆医科大学附属儿童医院康复中心,讲师 | 台湾东华大学特殊教育组教育学博士 | 台湾语声语言治疗体系创办人暨专业总监 | 台湾东华大学特殊教育中心特殊教育咨询委员 | 台湾语言沟通障碍发展协会理事长,"[""早起疗育"", ""特殊教育"", ""语言治疗"", ""沟通障碍评估与训练"", ""吞咽障碍评估与治疗"", ""语言发展迟缓评估与治疗"", ""语言理解障碍评估与治疗"", ""语言表达障碍评估与治疗"", ""构音障碍评估与治疗"", ""语流畅度障碍评估与治疗""]",自闭症家园网,重庆渝中区
expert_278,马嘉璐,机构特教,郑州随心所语语言能力矫正服务有限公司,郑州随心所语认知理解老师,"[""儿童心理咨询"", ""家长心理辅导"", ""儿童情感支持""]",自闭症家园网,河南郑州市
expert_279,刘丹,机构特教,郑州随心所语语言能力矫正服务有限公司,ABA孤独症证书 | 影子老师证书 | 自闭症家培证书 | 高级中学教师资格证书 | 全国普通话水平测试二级乙等证书,"[""语言障碍"", ""认知理解"", ""逻辑思维""]",自闭症家园网,河南郑州市
expert_280,夏淑娟,机构特教,郑州随心所语语言能力矫正服务有限公司,高级语言矫治师证书 | 国家普通话二级乙等级证书 | 第十九期中国言语康复矫治师荣誉证书,"[""言语障碍"", ""语言开发"", ""认知理解""]",自闭症家园网,河南郑州市
expert_281,罗释然,机构特教,惠州市护苗培智学校,言语治疗 | 语言发育迟缓 | 全方面发育迟缓 | 行为及情绪调控 | 问题行为干预,"[""言语治疗"", ""语言发育迟缓"", ""全面发育迟缓"", ""行为及情绪调控"", ""问题行为干预""]",自闭症家园网,广东惠州市
expert_282,张冬,机构创始人,南京七彩梦儿童康复中心,主治医师 | 南京七彩梦儿童康复中心创始人 | 南京康复医学会儿童康复专委会副主任委员 | 江苏省残疾人康复协会理事 | 南京市残疾人康复协会理事会理事,"[""特殊儿童康复治疗"", ""社区医院"", ""残疾人康复中心"", ""康复医院"", ""儿童康复科"", ""儿童康复中心""]",自闭症家园网,江苏南京市
expert_283,胡聪聪,机构特教,惠州市护苗培智学校,护苗融合资深教师 | 护苗优秀教师,"[""自然情景教学"", ""认知发展"", ""言语治疗""]",自闭症家园网,广东惠州市
expert_284,王超华,机构督导,惠州市护苗培智学校,融合副班主任 | 护苗融合资深教师 | 护苗优秀教师,"[""DTT教学"", ""言语治疗"", ""行为干预""]",自闭症家园网,广东惠州市
expert_285,鲍文雯,机构特教,重庆引力桥健康管理有限公司,中级咨询师 | 国家三级心理咨询师 | 中国心理学会认证家庭教育指导师 | 重庆市12355青少年服务平台志愿者 | 发展与教育心理学研究生在读,"[""多动抽动"", ""情绪障碍"", ""人际关系"", ""厌学情绪"", ""抑郁焦虑情绪"", ""亲子关系"", ""亲密关系"", ""儿童青少年心理咨询"", ""家庭治疗""]",自闭症家园网,重庆两江新区
expert_286,郭秋娜,机构特教,惠州市护苗培智学校,DDT教学 | 言语治疗 | 合作课与集体课教学 | 幼儿园融合,"[""DDT教学"", ""言语治疗"", ""合作与集体课教学"", ""幼儿园融合教育""]",自闭症家园网,广东惠州市
expert_287,李新福,机构特教,惠州市护苗培智学校,DDT教学 | IEP个别化教学 | 自然情景教学 | 认知 | 小组及集体课教学,"[""DDT教学"", ""IEP个别化教育"", ""个别化教学"", ""自然情景教学"", ""认知"", ""小组教学"", ""集体课教学""]",自闭症家园网,广东惠州市
expert_288,廖淑廷,机构督导,杭州雅恩健康管理有限公司,雅恩健康特聘教学督导顾问 | 英国皇后玛格丽特大学硕士 | 英国注册音乐治疗师 | 中国台湾注册职能治疗师 | 中国台湾健康署运动保健师,"[""OT职业治疗"", ""儿童感觉统合"", ""儿童情绪社交治疗"", ""家长心理辅导""]",自闭症家园网,浙江杭州市
expert_289,陈袁园,机构管理,重庆引力桥健康管理有限公司,重庆引力桥教学负责人 | PEP3评估教学及VBMAPP评估教学资格IMPACT家庭指导训练师 | Growth儿童语言发展指导师,"[""课程研发"", ""儿童干预""]",自闭症家园网,重庆两江新区
expert_290,王丽萍,机构督导 | 行为分析师,青岛奥烨星空康复医疗科技股份有限公司,星空智程全日制负责人 | 国际认证副行为分析师BCaBA,"[""VB教学评估工具"", ""认知发展"", ""语言能力"", ""社会交往技能""]",自闭症家园网,山东青岛市
expert_291,袁秋,机构创始人 | 机构管理,城口县星铖特殊儿童援助中心,重庆市城口县星铖特殊儿童援助中心负责人 | 忘我大漆艺术空间负责人 | 康复师资格证 | 社工证 | 评估理论证,"[""孤独症"", ""特殊儿童干预"", ""社会工作"", ""残疾人就业支持"", ""职业培训"", ""公益慈善""]",自闭症家园网,重庆市
expert_292,曹琳莹,机构特教,东莞市优优贝儿童康复发展中心,东莞优优贝儿童康复中心幼小衔接课程班主任 | 康复治疗学专业,"[""语言认知发展"", ""DAC评估NET"", ""PRT"", ""TEACCH"", ""PECS"", ""游戏化教学"", ""儿童兴趣培养与学习能力发展"", ""儿童注意力训练""]",自闭症家园网,广东东莞市
expert_293,李苏凤,机构特教,郑州星加健康管理有限公司,郑州星加康复中心社交小组教师 | 孤独症康复教育上岗培训课程证书,"[""孤独症康复教育"", ""社交小组融合教学"", ""自然情景教学法""]",自闭症家园网,河南郑州市
expert_294,杨海艳,诊治医生,青岛松乔康复医院有限公司,青岛松乔康复医院主任 | 总治疗师长 | 早期干预与职能治疗部治疗师长OT与感统 | 全国电生理联盟及手功能委员会委员 | 卫健委认证康复治疗师,"[""儿童康复"", ""神经生理学疗法"", ""小儿脑瘫康复"", ""Bobath技术"", ""脑瘫临床治疗"", ""康复医学交流""]",自闭症家园网,山东青岛市
expert_295,亓永胜,诊治医生,青岛松乔康复医院有限公司,青岛松乔康复医院康复治疗科主任,"[""BOBATH"", ""PNF"", ""川平疗法"", ""绳带疗法"", ""肌内效贴"", ""截瘫康复"", ""偏瘫康复"", ""脑外伤康复"", ""神经肿瘤术后康复""]",自闭症家园网,山东青岛市
expert_296,王志军,诊治医生,青岛松乔康复医院有限公司,青岛松乔康复医院医生 | 中医辩证论治 | 中药组方治疗 | 易经断病 | 营养指导,"[""睡眠障碍"", ""呼吸系统疾病"", ""消化系统疾病"", ""代谢性疾病"", ""高血糖"", ""高血压"", ""高血脂"", ""妇科疾病"", ""体寒宫寒"", ""儿科疾病""]",自闭症家园网,山东青岛市
expert_297,邓昌坤,机构特教,重庆市南岸区小太阳心智障碍儿童康复托养中心,重庆小太阳特教中心感统教师 | 持有教师从业资格证,"[""感统康复"", ""感觉统合失调治疗"", ""儿童行为矫正""]",自闭症家园网,南岸区
expert_298,邓园园,机构特教,重庆市南岸区小太阳心智障碍儿童康复托养中心,重庆小太阳康复中心特教老师 | 育婴师 | 按摩师,"[""自闭症康复"", ""ABA"", ""VBMAPP评估""]",自闭症家园网,南岸区
expert_299,邱文清,机构特教,重庆市南岸区小太阳心智障碍儿童康复托养中心,重庆小太阳康复中心行政主管 | 特教老师 | 育婴师 | 按摩师资格证书,"[""自闭症康复课程"", ""ABA应用行为分析"", ""VB_MAPP评估""]",自闭症家园网,南岸区
expert_300,代明成,机构创始人 | 机构管理,甘肃妇儿乐康复健康管理中心（有限合伙）,甘肃妇儿乐康复健康管理中心联合创始人 | 中心运营主任 | 股权架构师 | 心理咨询师,"[""特殊教育"", ""课程研发"", ""教学品质提升"", ""国学干预"", ""知行合一干预支援疗法"", ""多级评估体系"", ""全方位家长培训"", ""尖刀特教康复团队""]",自闭症家园网,甘肃兰州市
expert_301,成容容,机构特教,济南键宝健康管理有限公司,济南娃语实验室特教 | 娃语实验室中级言语治疗师认证,"[""语言发育迟缓"", ""孤独症语言沟通障碍"", ""构音障碍"", ""口吃""]",自闭症家园网,山东济南市
expert_302,李俊颖,机构特教,济南键宝健康管理有限公司,济南娃语实验室特教 | 儿童语言治疗师职前系统培训,"[""语言发育迟缓"", ""孤独症语言障碍"", ""口吃"", ""构音障碍""]",自闭症家园网,山东济南市
expert_303,马丽,机构特教,济南键宝健康管理有限公司,济南娃语实验室特教 | 儿童语言治疗师职前系统培训 | 娃语实验室中级言语治疗师认证,"[""语言发育迟缓"", ""孤独症语言沟通障碍"", ""构音障碍"", ""口吃"", ""听障言语语言康复""]",自闭症家园网,山东济南市
expert_304,鲁小钰,机构特教,济南键宝健康管理有限公司,济南娃语实验室任职特教老师 | 儿童语言治疗师职前系统培训 | 娃语实验室中级言语治疗师认证,"[""语言发育迟缓"", ""孤独症"", ""语言沟通障碍"", ""构音障碍"", ""口吃""]",自闭症家园网,山东济南市
expert_305,郭丽荣,机构特教,甘肃妇儿乐康复健康管理中心（有限合伙）,甘肃妇儿乐康复中心康复治疗士 | 省级技能大赛三等奖,"[""脑性瘫痪"", ""发育迟缓"", ""自闭症"", ""运动治疗"", ""认知功能训练""]",自闭症家园网,甘肃兰州市
expert_306,焦志敏,机构特教,甘肃妇儿乐康复健康管理中心（有限合伙）,康复治疗士 | 特教老师 | 孤独症上岗证书 | 儿童认知训练师 | 特殊儿童言语训练师,"[""ABA应用行为分析"", ""回合教学"", ""认知教学"", ""语言教学""]",自闭症家园网,甘肃兰州市
expert_307,朱亚妮,机构特教,甘肃妇儿乐康复健康管理中心（有限合伙）,甘肃妇儿乐康复中心康复治疗师,"[""儿童康复治疗学"", ""感觉统合训练"", ""运动康复"", ""异常姿势矫正""]",自闭症家园网,甘肃兰州市
expert_308,岳雅萍,诊治医生,甘肃妇儿乐康复健康管理中心（有限合伙）,中医推拿师,"[""小儿脑瘫康复"", ""物理治疗"", ""职业治疗""]",自闭症家园网,甘肃兰州市
expert_309,陈效潜,机构督导,甘肃妇儿乐康复健康管理中心（有限合伙）,甘肃妇儿乐康复中心教学主任 | 兰州市精神病康复医院医务处主任 | 兰州市残疾人联合会康复处处长,"[""精神疾病诊断与治疗"", ""临床心理学"", ""心理咨询"", ""心理治疗""]",自闭症家园网,甘肃兰州市
expert_310,刘云云,机构督导,初晨（东营）教育科技有限公司,东营初晨儿童发展中心督导康复师 | BCBA,"[""言语开音训练"", ""儿童情绪管理"", ""家长教育指导""]",自闭症家园网,山东东营市
expert_311,牛晓,机构督导,初晨（东营）教育科技有限公司,东营初晨儿童发展中心督导康复师 | 孤独症康复教育上岗证 | VBMAPP评估证书 | 心理咨询师三级 | 幼儿教师资格证,"[""VBMAPP"", ""ABLL SR"", ""自然情景教学NET"", ""游戏介入"", ""DTT"", ""孤独症儿童干预计划"", ""孤独症儿童能力评估""]",自闭症家园网,山东东营市
expert_312,杨学青,机构创始人 | 机构督导 | 机构管理,初晨（东营）教育科技有限公司,东营初晨儿童发展中心创始人 | 东营初晨教育督导及机构管理 | VBMAPP评估 | ABLLS评估 | DTT教学方法,"[""特殊教育"", ""儿童心理学"", ""教育学"", ""教学方法""]",自闭症家园网,山东东营市
expert_313,郭晓康,机构创始人 | 机构管理,初晨（东营）教育科技有限公司,初晨教育科技有限公司创始人 | 孤独症人员从业上岗资格证 | 8100小时自闭症儿童干预经验,"[""孤独症儿童干预"", ""VBMAPP"", ""ABBLSR"", ""教师培训"", ""专业测评"", ""感觉统合训练"", ""运动能力"", ""语言障碍"", ""认知障碍"", ""个性化教学方案""]",自闭症家园网,山东东营市
expert_314,张书朋,机构管理,青岛市以琳康教展能中心,青岛以琳西海岸中心游戏教研部主任 | ABA孤独症康复专业先修课培训证书 | 中国残疾人康复协会康复师证书 | Peabody运动发育量表评估证书,"[""感觉统合训练"", ""游戏疗法""]",自闭症家园网,山东青岛市
expert_315,傅娜,机构督导,青岛市以琳康教展能中心,青岛以琳西海岸中心疗育部副总监 | ABA孤独症康复专业先修课培训证书 | PEP3评估师资格 | 以琳内外家培班资深讲师 | 家培特约指导老师,"[""个训"", ""数学教学"", ""言语训练"", ""音乐课教学"", ""思维理解训练"", ""社交技能训练""]",自闭症家园网,山东青岛市
expert_316,谢学环,机构督导,广州融合时光诊所有限公司,BCaBA | 广州融禾星球督导,"[""儿童行为功能分析"", ""情绪管理"", ""生活自理能力干预""]",自闭症家园网,广东广州市
expert_317,何志坚,机构督导,广州融合时光诊所有限公司,广州融禾星球督导 | 一线教师 | 教学督导 | 教学主任,"[""VBMAPP评估"", ""PEP3评估"", ""语言行为干预"", ""问题行为处理"", ""家庭支持""]",自闭症家园网,广东广州市
expert_318,王丹叶,机构督导,广州融合时光诊所有限公司,广州融禾星球BCBA | 美国乔治梅森大学特殊教育学ABA方向专业硕士 | 曾在美国弗吉尼亚州执业 | 重视学习技巧和行为管理拥有中国和美国传统和灵活ABA教学经历 | 对ABA教学有深刻体会及独到见解,"[""早期密集干预"", ""学习能力提升"", ""社交技能训练"", ""语言康复训练"", ""家长教育指导""]",自闭症家园网,广东广州市
expert_319,肖彦,诊治医生,广州融合时光诊所有限公司,广州融禾星球发育行为儿科医生,"[""儿童行为发展评估"", ""儿童情绪行为障碍干预"", ""儿童常见病诊疗""]",自闭症家园网,广东广州市
expert_320,欧茜,诊治医生,广州融合时光诊所有限公司,广州融禾星球发育行为儿科医生 | 重庆医科大学儿科学专业硕士 | 新浪超人气科普作者 | 著有像我这样做妈妈儿科医生育儿记,"[""孤独症诊断与治疗"", ""孤独症共患病监测与治疗"", ""儿童健康管理""]",自闭症家园网,广东广州市
expert_321,郭常蕾,机构督导 | 行为分析师,青岛市以琳康教展能中心,BCaBA青岛以琳西海岸中心研究部总监 | 国际BCaBA执照 | 以琳专家讲师团资深成员 | 以琳星网校班主任 | 以琳内外家培班资深讲师,"[""个训课"", ""语言课程"", ""游戏课程"", ""行为管理"", ""教研管理"", ""游戏教学"", ""游戏训练"", ""行为训练""]",自闭症家园网,山东青岛市
expert_322,黄金莉,机构督导 | 行为分析师,青岛市以琳康教展能中心,BCaBA以琳西海岸中心疗育部总监 | 国际BCaBA执照 | 以琳专家讲师团资深成员 | 以琳星网校班主任 | 以琳内外家培班资深讲师,"[""个训课"", ""数学课"", ""艺术课"", ""行为管理"", ""行为训练"", ""教学实务"", ""教学管理""]",自闭症家园网,山东青岛市
expert_323,田英霞,机构督导,秦皇岛市残疾人康复中心,言语专家 | 上海华东师范大学特殊教育学院言语听觉科学硕士研究生 | 言语听觉矫治专家 | 第九届亚太听力言语语言国际大会特聘专家 | 卫生部指定2017年各医学院校,"[""普通教育"", ""特殊教育康复"", ""言语矫治技术"", ""AAC语言辅助沟通""]",自闭症家园网,河北秦皇岛市
expert_324,朱佳奇,机构特教,固安为爱行健康管理有限公司,河北固安为爱行康复中心主任康复师,"[""物理治疗"", ""作业治疗"", ""引导式教育"", ""感觉统合治疗"", ""温热疗法""]",自闭症家园网,河北廊坊市
expert_325,孙丽英,机构特教,郑州星加健康管理有限公司,郑州星加儿童康复中心社交小组教师 | 孤独症康复教育上岗证书 | 特色社交小组主课老师 | 专业康复治疗师,"[""自然情景教学"", ""专业社交训练"", ""规则建立"", ""正确社交"", ""融合教育""]",自闭症家园网,河南郑州市
expert_326,李佳妮,机构特教,固安为爱行健康管理有限公司,河北固安为爱行康复中心康复治疗师,"[""脑瘫"", ""偏瘫"", ""自闭症"", ""特殊儿童康复训练""]",自闭症家园网,河北廊坊市
expert_327,胡蕊敏,机构特教,固安为爱行健康管理有限公司,河北固安为爱行康复中心主任 | 康复师 | 国家主管康复技师 | 香港国际康复研究会员 | 国家中级按摩师,"[""小儿脑瘫"", ""偏瘫"", ""自闭症"", ""儿童康复训练""]",自闭症家园网,河北廊坊市
expert_328,郭红军,机构特教,固安为爱行健康管理有限公司,资深康复师 | PT治疗师,"[""运动疗法"", ""作业疗法"", ""康复训练技术"", ""全身调理推拿"", ""局部放松手法""]",自闭症家园网,河北廊坊市
expert_329,原坤,机构特教,固安为爱行健康管理有限公司,河北固安为爱行康复中心康复治疗师 | 康复治疗专业 | 物理治疗PT | 作业治疗OT | 引导式教育,"[""脊髓损伤"", ""脑瘫"", ""偏瘫"", ""康复技术"", ""康复评估"", ""康复训练"", ""康复预后""]",自闭症家园网,河北廊坊市
expert_330,郑彤彤,机构特教,固安为爱行健康管理有限公司,语言康复治疗师,"[""回合式训练"", ""Dtt"", ""教学经验""]",自闭症家园网,河北廊坊市
expert_331,徐春磊,机构督导,北京迪夫健康科技有限公司,融合教育老师,"[""PCI游戏社交"", ""感觉统合"", ""特殊儿童社交能力"", ""语言表达能力""]",自闭症家园网,北京东城区
expert_332,李佳欣,机构特教,黑龙江戴偲教育科技有限公司,从事儿童语言及口肌训练一线教学3年 | 曾多次赴北京南京成都广州等地参加特殊儿童语言发展性治疗及OPT口肌训练相关课程,"[""儿童语言评估"", ""口肌能力训练"", ""教学活动计划制定"", ""特殊教育资源整合"", ""学生支持帮助""]",自闭症家园网,黑龙江哈尔滨市
expert_333,张涛,机构特教,黑龙江戴偲教育科技有限公司,持证特殊教育教师,"[""孤独症"", ""发育迟缓儿童认知能力评估"", ""教学活动设计与实施"", ""特殊儿童认知教学"", ""语言表达与理解训练"", ""行为管理"", ""社交技能训练""]",自闭症家园网,黑龙江哈尔滨市
expert_334,张雅茹,机构特教,黑龙江戴偲教育科技有限公司,毕业于哈尔滨师范大学 | 从事特殊教育教学工作9年 | 服务个案总时长超20000小时 | 参与北京孤独症康复协会主任郭延庆教授亲授孤独症儿童干预方案制定培训班 | 中国康复医学会关于艾尔斯感觉统合治疗的培训,"[""儿童综合评估"", ""认知理解训练"", ""语言理解与表达"", ""儿童构音训练"", ""问题行为矫正"", ""社交语言训练"", ""奥尔夫音乐教学""]",自闭症家园网,黑龙江哈尔滨市
expert_335,杨爽,机构特教,黑龙江戴偲教育科技有限公司,教师资格证 | 孤独症上岗证 | 心理咨询师 | 家庭教育指导师,"[""儿童综合能力评估"", ""一对一认知理解教学"", ""自闭症儿童语言康复"", ""自闭症儿童沟通训练"", ""自闭症儿童行为矫正""]",自闭症家园网,黑龙江哈尔滨市
expert_336,杨金强,机构特教,黑龙江戴偲教育科技有限公司,资深感知觉训练师 | 持证儿童感觉统合评估师,"[""儿童感知觉评估"", ""教学游戏活动设计"", ""儿童行为管理""]",自闭症家园网,黑龙江哈尔滨市
expert_337,董昕高玥,机构特教,黑龙江戴偲教育科技有限公司,教师资格证 | 全国中医药人才高级理疗康复师证 | 奥尔夫音乐高级技能教师证 | 蒙特梭利教育高级技能师证 | 育婴师三级证书,"[""儿童发展性评估"", ""教学方案制定"", ""教学活动设计与实施"", ""自闭症儿童常规训练"", ""自闭症儿童认知训练"", ""自闭症儿童社交能力训练"", ""自闭症儿童注意力训练"", ""PECS图片兑换沟通系统"", ""RDI人际关系发展干预"", ""NET自然情景教学""]",自闭症家园网,黑龙江哈尔滨市
expert_338,李海,机构特教,黑龙江戴偲教育科技有限公司,持证特殊教育教师 | PECS一级二级证书 | 金牌OT教师,"[""儿童感知觉评估"", ""精细运动能力评估"", ""教学活动设计"", ""教学活动实施"", ""教学策略优化"", ""教学目标设计"", ""教学策略调整""]",自闭症家园网,黑龙江哈尔滨市
expert_339,毕继强,机构特教,黑龙江戴偲教育科技有限公司,感觉统合与运动训练师 | 资深感觉统合训练教师 | 训练效果的到广大家长好评,"[""儿童感知觉及运动能力评估"", ""教学活动设计"", ""互动式教学"", ""游戏化教学""]",自闭症家园网,黑龙江哈尔滨市
expert_340,董欣,机构督导 | 行为分析师,杭州银杉健康科技有限公司,德州农工大学特殊教育专业博士 | BCBAD博士级别的国际行为分析师认证 | 路易斯安那尼科尔斯州立大学教育学院教师,"[""自闭症"", ""全面发育迟缓"", ""康复干预"", ""问题行为干预"", ""学前融合"", ""教学产品研发""]",自闭症家园网,浙江杭州市
expert_341,林凡裕,机构督导 | 行为分析师,杭州银杉健康科技有限公司,青松融合学术委员会负责人 | 美国宾州州立大学特殊教育博士 | 美国宾州大学幼儿教育硕士 | 美国委员会认证行为分析师 博士级 BCBAD | 国际行为分析师IBA,"[""自闭症"", ""全面发育迟缓儿童康复"", ""儿童问题行为干预"", ""学前融合教育"", ""教学产品研发""]",自闭症家园网,浙江杭州市
expert_342,芦瑶,机构督导,北京市海淀区康纳洲孤独症家庭支援中心,CCBSA | 北京康纳洲资深督导教师,"[""学龄前儿童"", ""孤独症"", ""发育迟缓"", ""一对一训练"", ""小组课"", ""幼小衔接"", ""特殊教育""]",自闭症家园网,海淀区
expert_343,廖敏臣,机构督导,北京市海淀区康纳洲孤独症家庭支援中心,北京康纳洲资深督导教师,"[""ABA应用行为分析"", ""语言康复训练"", ""个训教学督导"", ""语言康复教学督导"", ""幼小衔接督导"", ""小组课教学督导"", ""集体课教学督导""]",自闭症家园网,海淀区
expert_344,王娜,机构特教,烟台市福山区七色光儿童康复中心,大专学历 | 从事康复教育工作8年,"[""自闭症"", ""ABA应用行为分析"", ""残疾人教育法案""]",自闭症家园网,福山区
expert_345,林晓红,机构特教,烟台市福山区七色光儿童康复中心,特教老师,"[""自闭症干预"", ""ABA"", ""IDEA""]",自闭症家园网,福山区
expert_346,王玉笛,机构特教,烟台市福山区七色光儿童康复中心,特殊教育专业,"[""自闭症康复教育"", ""应用行为分析"", ""残疾人教育法案""]",自闭症家园网,福山区
expert_347,张萍,机构创始人,烟台市福山区七色光儿童康复中心,烟台市七色光创始人 | 牟平区政协委员,"[""行为矫正治疗"", ""语言训练"", ""自闭症儿童康复训练"", ""智力障碍儿童康复训练""]",自闭症家园网,福山区
expert_348,尹冰玲,机构督导,南京微关爱儿童康复服务中心,BCBA | ABA个训 | BCBA督导,"[""ABA应用行为分析"", ""个案教学"", ""语言行为评估"", ""干预计划制定"", ""实务工作者培训""]",自闭症家园网,江苏南京市
expert_349,张雪,机构督导,南京市江宁区海灵特殊儿童康复训练中心,南京市云星展翼康复科技有限公司教学总督导 | 正德技术学院特殊儿童发展与教育特聘讲师 | 中国残疾人康复协会康复专业委员会委员,"[""语言发音训练"", ""语音矫正"", ""言语流畅度训练"", ""言语治疗师支持"", ""言语干预""]",自闭症家园网,江宁区
expert_350,莫雯雯,行为分析师,广西南宁喻乐之言教育科技有限责任公司,国际注册副应用行为分析师BCaBA | 孤独症康复教育上岗证 | 幼儿园教师资格证,"[""孤独症"", ""发育迟缓儿童发展性障碍"", ""儿童发展性障碍评估"", ""个性化目标制定"", ""行为分析干预""]",自闭症家园网,广西南宁市
expert_351,莫思霞,行为分析师 | 机构管理,广西南宁喻乐之言教育科技有限责任公司,国际注册副应用行为分析师BCaBA南宁喻言儿童发展中心主任华东师范大学言语听觉康复科学专业硕士参与国家社会重点项目学前特殊儿童汉语语言治疗标准研究课题发表多篇特殊儿童言语干预相关文章参与特殊儿童语言干预相关书籍撰写,"[""ICF言语构音"", ""VBMAPP"", ""ABLLSR评估"", ""IEP个性化康复方案制订与实施"", ""语言认知评估与干预"", ""社交沟通评估与干预"", ""情绪行为评估与干预""]",自闭症家园网,广西南宁市
expert_352,秦仲薇,诊治医生,温州建国医院有限公司,刘振寰教授亲传弟子 | 台湾高雄联合医院特约专家 | 江苏省医学会儿科分会内分泌学组委员 | 中国康复医学会儿童康复分会委员 | 在国家权威学术杂志上发表多篇学术论文,"[""多动症"", ""学习困难"", ""语言发育迟缓"", ""自闭症"", ""抽动症"", ""遗尿症"", ""矮小症"", ""智力障碍"", ""性早熟"", ""肥胖症""]",自闭症家园网,浙江温州市
expert_353,郭云新,诊治医生,温州建国医院有限公司,主任医师 | 中国医学管理学院特约研究员 | 中华医药编委 | 大庆油田总医院集团南区医院副院长,"[""多动症"", ""学习困难"", ""语言发育迟缓"", ""自闭症"", ""抽动症"", ""遗尿症"", ""矮小症"", ""智力障碍"", ""性早熟"", ""肥胖症""]",自闭症家园网,浙江温州市
expert_354,许钦芳,机构督导,北京市海淀区康纳洲孤独症家庭支援中心,BCaBA | CCBSAB | 北京康纳洲教育中心总督导,["对416岁高功能特需儿童进行PEAK评估动态IEP计划实时调节计划策略BCBA督导团队教学\n\n输出结果\n\n对416岁高功能特需儿童进行PEAK评估动态IEP计划实时调节计划策略BCBA督导团队教学"],自闭症家园网,海淀区
expert_355,张晓芳,机构督导,北京市星舟自闭症人士康复中心,北京星舟康复中心教学主任 | 学前教育专业学士,"[""教师专业培训"", ""教师督导"", ""家长培训"", ""家庭督导"", ""PEP3评估"", ""VBMAPP评估"", ""ABLLS评估"", ""孤独症儿童康复计划""]",自闭症家园网,北京丰台区
expert_356,韩道秦,机构特教,重庆阳东健康咨询中心,悬吊训练康复SET康复师,"[""儿童痉挛型"", ""发育迟缓"", ""偏瘫"", ""共济失调"", ""小儿脑瘫康复训练""]",自闭症家园网,重庆渝中区
expert_357,温新,机构特教,重庆阳东健康咨询中心,set悬吊训练康复师,"[""康复训练学"", ""康复训练技术"", ""set悬吊训练""]",自闭症家园网,重庆渝中区
expert_358,马扬,诊治医生,首都医科大学附属北京康复医院,主任医师 | 首都医科大学附属北京儿童医院儿童保健中心副主任 | 中华医学会儿科学分会儿童保健学组青年委员 | 中国妇幼保健协会儿童心理保健委员会委员,"[""儿童生长发育监测"", ""神经心理发育评估"", ""儿童喂养及营养指导"", ""儿童饮食行为问题"", ""儿童免疫规划"", ""孤独症谱系障碍诊断与干预"", ""儿童注意缺陷多动障碍"", ""儿童抽动症"", ""儿童一般行为问题"", ""儿童常见病诊疗""]",自闭症家园网,北京石景山区
expert_359,焦奥,机构特教,重庆阳东健康咨询中心,现代康复小儿推拿康复师 | 获得锦旗感谢,"[""小儿脑瘫"", ""康复训练"", ""痉挛型"", ""发育迟缓"", ""偏瘫"", ""共济失调""]",自闭症家园网,重庆渝中区
