id,name,type,services,address,contact,source
center_1816,岳西特殊教育学校,民办康复机构 | 残联定点机构,["特殊教育"],"{""street"": ""响肠镇金山村"", ""district"": ""岳西县"", ""city"": ""安庆市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1817,安庆迎江区沐阳之家特教学校,民办康复机构,"[""家庭支援"", ""特殊教育""]","{""street"": ""沐阳之家特殊教育培训学校"", ""district"": ""迎江区"", ""city"": ""安庆市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1818,安庆迎江区起点特教学校,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""起点特殊教育学校"", ""district"": ""迎江区"", ""city"": ""安庆市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1819,安庆特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""菱湖南路155号"", ""district"": ""迎江区"", ""city"": ""安庆市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1820,黄山市蚂蚁力量,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""滨江中路19号清沁园8幢301室"", ""district"": ""屯溪区"", ""city"": ""黄山市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1821,黄山特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""黎阳镇鬲山大道"", ""district"": ""屯溪区"", ""city"": ""黄山市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1822,滁州市第二人民医院,公办康复机构 | 事业单位,"[""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""ABA训练""]","{""street"": ""清流中路1401号"", ""district"": ""琅琊区"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1823,滁州市第一人民医院,公办特殊学校 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""鼓楼路忠估巷12号"", ""district"": ""琅琊区"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1824,滁州星星孩子家园,民办康复机构 | 社会公益机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""星星孩子家园"", ""district"": ""琅琊区"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1825,明光心怡康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""龙山路98号"", ""district"": ""明光"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1826,滁州启程儿童中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""ABA训练""]","{""street"": ""启程儿童康复发展中心"", ""district"": ""南谯区"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1827,滁州光华康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""光华儿童康复发展中心"", ""district"": ""琅琊区"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1828,定远特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""经济开发区藕塘东路"", ""district"": ""定远县"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1829,全椒特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""宝林桥西"", ""district"": ""全椒县"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1830,凤阳特殊教育学校,事业单位 | 公办特殊学校,["特殊教育"],"{""street"": ""府城镇校场路与规划路交叉口"", ""district"": ""凤阳县"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1831,滁州特殊教育中专,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""政务新区来安大道与文化路交叉口"", ""district"": ""来安县"", ""city"": ""滁州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1832,阜阳市妇女儿童医院,公办康复机构 | 事业单位,"[""社交训练"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""淮河路2019号"", ""district"": ""颍州区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1833,阜阳市人民医院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""三清路501号"", ""district"": ""颍州区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1834,阜阳民生医院,公办康复机构 | 公办诊疗医院,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""三清路66号"", ""district"": ""颍州区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1835,阜阳一棵树儿童中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""清河街道清河东路916号怡和城市广场三层3-11商铺"", ""district"": ""颍州区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1836,阜阳爱星达儿童中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""临沂商城抱龙路155号"", ""district"": ""颍泉区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1837,阜阳新启明儿童中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""向阳办事处"", ""district"": ""颍东区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1838,阜阳市蒲公英,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""北京中路双河"", ""district"": ""颍泉区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1839,阜阳孤独症爱心协会,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""北京路商阜铁路新村"", ""district"": ""颍泉区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1840,阜阳启明儿童发展中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""鹿坎路656号"", ""district"": ""颍泉区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1841,太和特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""开发区姜寨村"", ""district"": ""太和县"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1842,阜南特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""鹿城镇陶子河西路"", ""district"": ""阜南县"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1843,界首特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""靳寨乡段寨"", ""district"": ""界首"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1844,阜阳特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""南京路398号"", ""district"": ""颍州区"", ""city"": ""阜阳市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1845,安徽省宿州市立医院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""汴河中路"", ""district"": ""墉桥区"", ""city"": ""宿州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1846,宿州天使乐园,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""ABA训练""]","{""street"": ""残疾人联合会康复大楼"", ""district"": ""墉桥区"", ""city"": ""宿州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1847,砀山聪明源儿童中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""高铁新"", ""district"": ""砀山县"", ""city"": ""宿州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1848,宿州儿童培智中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""宿怀路908号"", ""district"": ""墉桥区"", ""city"": ""宿州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1849,砀山特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""西关红山路北延伸段新二中东南角"", ""district"": ""砀山县"", ""city"": ""宿州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1850,灵璧特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""灵西乡十里村"", ""district"": ""灵璧县"", ""city"": ""宿州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1851,泗县特教学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""三中新村6号"", ""district"": ""泗县"", ""city"": ""宿州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1852,萧县特教学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""龙城镇北关"", ""district"": ""萧县"", ""city"": ""宿州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1853,宿州特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""三八街道办事处"", ""district"": ""墉桥区"", ""city"": ""宿州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1854,安医大附属巢湖医院,公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""巢湖北路"", ""district"": ""巢湖"", ""city"": ""合肥市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1855,巢湖金谷康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""花园路巢湖残疾人康复中心"", ""district"": ""巢湖"", ""city"": ""合肥市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1856,巢湖特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""东风西路"", ""district"": ""巢湖"", ""city"": ""合肥市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1857,六安市第二人民医院,公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""磨子潭南路73号"", ""district"": ""裕安区"", ""city"": ""六安市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1858,舒城春蕾康复学校,民办康复机构 | 家长创办机构,["特殊教育"],"{""street"": ""经开区古城路与陈三堰路交叉口向东200米处"", ""district"": ""舒城县"", ""city"": ""六安市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1859,六安天情,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""东城路与312"", ""district"": ""金安区"", ""city"": ""六安市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1860,霍邱特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""城关镇海河南路"", ""district"": ""霍邱县"", ""city"": ""六安市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1861,霍山特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""衡山镇文峰南路36号附1"", ""district"": ""霍山县"", ""city"": ""六安市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1862,六安特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""望城岗长安南路北侧"", ""district"": ""金安区"", ""city"": ""六安市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1863,亳州市妇幼保健院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""香蒲路与老君大道交叉口东侧"", ""district"": ""谯城区"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1864,亳州市人民医院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""人民中路薛家巷3号(北院区)"", ""district"": ""谯城区"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1865,亳州树星洲,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""西马园桐乡路48号"", ""district"": ""谯城区"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1866,谯城兴华医院,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""汤王大道北段"", ""district"": ""谯城区"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1867,亳州博爱康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""光明路东31号"", ""district"": ""谯城区"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1868,亳州谯城区语熙康复,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""ABA训练""]","{""street"": ""语熙康复训练有限公司"", ""district"": ""谯城区"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1869,亳州康语,民办康复机构 | 连锁康复机构 | 语言训练机构 | 感统训练机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""杜仲路钻石广场A5栋211-219号"", ""district"": ""谯城区"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{"phone": "17195810495"},自闭症家园网（https://www.asd-home.cn/）
center_1870,涡阳梦圆,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""淮中大道西路"", ""district"": ""涡阳县"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1871,利辛特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""光明路东侧"", ""district"": ""利辛县"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1872,蒙城特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""城关镇南华路南段"", ""district"": ""蒙城县"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1873,亳州特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""百合路以北、菁华路以西"", ""district"": ""谯城区"", ""city"": ""亳州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1874,池州星星树康复中心,民办康复机构 | 家长创办机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""香溪路香格里"", ""district"": ""贵池区"", ""city"": ""池州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1875,池州阳光康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""南湖路99号"", ""district"": ""贵池区"", ""city"": ""池州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1876,东至特殊教育学校,公办特殊学校 | 残联定点机构 | 事业单位,["特殊教育"],"{""street"": ""尧渡镇沿河路福利小区院内"", ""district"": ""东至县"", ""city"": ""池州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1877,池州特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""杜坞路7号"", ""district"": ""贵池区"", ""city"": ""池州市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1878,宣城中心医院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""佟公路117号"", ""district"": ""宣州区"", ""city"": ""宣城市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1879,宁国智协康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""河沥溪街道平"", ""district"": ""宁国"", ""city"": ""宣城市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1880,宁国雅纳发展中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""梅林镇秋水家"", ""district"": ""宁国"", ""city"": ""宣城市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1881,郎溪特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""建平镇涛峰路50号"", ""district"": ""郎溪县"", ""city"": ""宣城市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1882,泾县特教学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""泾川镇学业路18号"", ""district"": ""泾县"", ""city"": ""宣城市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1883,宣城特殊教育中心,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""林海路"", ""district"": ""宣州区"", ""city"": ""宣城市"", ""province"": ""安徽省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1884,河南省康复教育研究中心,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""东风路7号"", ""district"": ""金水区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1885,郑州大学第二附属医院,公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""经八路2号"", ""district"": ""金水区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1886,郑州大学第一附属医院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""建设东路50号"", ""district"": ""二七区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1887,郑州市妇幼保健院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""金水路41号"", ""district"": ""金水区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1888,郑州厚德小学,民办康复机构 | 民办融合学校 | 民办特殊学校,"[""融合课程"", ""特殊教育""]","{""street"": ""厚德小学"", ""district"": ""惠济区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1889,郑州大学康复医院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""ABA训练""]","{""street"": ""康复前街3号"", ""district"": ""二七区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1890,河南省妇幼保健院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""ABA训练"", ""早期丹佛""]","{""street"": ""康复前街7号"", ""district"": ""二七区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1891,郑州大学第五附属医院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""康复前街3号"", ""district"": ""二七区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1892,登封康育语训中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""七星街十二巷7号"", ""district"": ""登封"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1893,河南省儿童医院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""四港联动大道和郑港四路交叉口西北角"", ""district"": ""新郑航空港区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1894,郑州蓝海湾康复中心,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""蓝海湾康复教育中心"", ""district"": ""二七区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{"phone": "17104464770"},自闭症家园网（https://www.asd-home.cn/）
center_1895,郑州厚德康复中心,民办康复机构 | 残联定点机构,"[""认知理解"", ""感觉统合"", ""言语训练"", ""融合课程"", ""大龄托养""]","{""street"": ""厚德康复教育中心"", ""district"": ""惠济区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1896,郑州知了康复医院,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""林科路6号(明鸿路与中州大道交汇处)"", ""district"": ""金水区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1897,郑州康园康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""第四大街南端郑州市残疾人康复教育中心北楼3楼"", ""district"": ""管城回族区"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1898,荥阳特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""火车站道北一路7号"", ""district"": ""荥阳"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1899,巩义特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""金牛山路与仲鲁路交叉口"", ""district"": ""巩义"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1900,新密特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""北环路5号"", ""district"": ""新密"", ""city"": ""郑州市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1901,开封康复医院,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""ABA训练""]","{""street"": ""集英街283号"", ""district"": ""龙亭区"", ""city"": ""开封市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1902,开封仁爱儿童中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""教堂路6号"", ""district"": ""祥符区"", ""city"": ""开封市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1903,开封雅歌康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""魏都路幸福庄园1号楼"", ""district"": ""顺河区"", ""city"": ""开封市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1904,开封诵典康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""魏都路高屯西小康村"", ""district"": ""禹王台区"", ""city"": ""开封市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1905,开封残疾儿童康复中心,公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""内环路中段248号"", ""district"": ""顺河区"", ""city"": ""开封市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1906,尉氏特殊教育学校,事业单位 | 公办特殊学校,["特殊教育"],"{""street"": ""文化路西段"", ""district"": ""尉氏县"", ""city"": ""开封市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1907,开封祥符区特教学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""特殊教育学校"", ""district"": ""祥符区"", ""city"": ""开封市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1908,开封特殊教育学校,公办特殊学校 | 事业单位,["特殊教育"],"{""street"": ""东京大道北侧,省化工技校西侧"", ""district"": ""龙亭区"", ""city"": ""开封市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1909,洛阳市妇幼保健院,公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""通衢路206号"", ""district"": ""洛龙区"", ""city"": ""洛阳市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1910,洛阳新区人民医院,公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""人民医院儿童康复医学科"", ""district"": ""洛阳新区"", ""city"": ""洛阳市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1911,洛阳市第六人民医院,公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""西苑路14号"", ""district"": ""涧西区"", ""city"": ""洛阳市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_1912,洛阳金雨点启智中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""金雨点启智中心"", ""district"": ""涧西区"", ""city"": ""洛阳市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
